Lon,Lat,Clave,Edo,Est,Tmin,Tmax,Año,Mes
-89.65,21.28,PROYC,YUC,Observatorio de Progreso Yuc.,20.6,32.8,2025,3
-89.66,20.93,MMMD,YUC,Aeropuerto Internacional de Mï¿½rida Yuc.*,21.6,34.5,2025,3
-88.45,20.64,MMCT,YUC,Aeropuerto Internacional de Chichï¿½n Itzï¿½ Yuc.*,22.6,32.3,2025,3
-89.64,21.05,FIYYC,YUC,Facultad de Ingenierï¿½a Universidad Autï¿½noma de Yucatï¿½n Yuc.,17.9,33.7,2025,3
-89.5,21.08,CONYC,YUC,Conkal Yuc.,19.0,33.5,2025,3
-89.68,20.65,ABAYC,YUC,Abalï¿½ Yuc.,19.6,33.4,2025,3
-88.16,21.57,RLAYC,YUC,Rï¿½o Lagartos Yuc.,20.3,32.4,2025,3
-88.22,20.68,VALLADOLIDob,YUC,Observatorio de Valladolid Yuc. SMN*,20.0,35.1,2025,3
-89.7,21.28,YUCALPETENmar,YUC,Yucalpetï¿½n Yuc. SEMAR*,21.9,31.0,2025,3
-88.9,21.39,DZILAM,YUC,Dzilam Yuc. SMN*,20.8,31.7,2025,3
-89.53,21.28,EIOPROGRESOmar,YUC,Estaciï¿½n de Investigaciï¿½n Oceanogrï¿½fica de Progreso Yuc. SEMAR*,23.3,32.6,2025,3
-89.66,20.98,CHMR_MERIDA,YUC,Centro Hidrometeorolï¿½gico Regional Mï¿½rida Yuc. SMN*,22.5,36.0,2025,3
-89.65,21.3,PROGRESOob,YUC,Observatorio de Progreso Yuc. SMN*,21.2,32.9,2025,3
-102.85,21.36,NCTZC,ZAC,Nochistlï¿½n Zac.,4.2,30.1,2025,3
-103.35,21.65,EXCZC,ZAC,Miguel Alemï¿½n Zac.,3.3,31.6,2025,3
-103.46,21.81,ATGZC,ZAC,Atolinga Zac.,7.5,26.2,2025,3
-101.4,22.12,PINZC,ZAC,Pino Suï¿½rez Zac.,3.4,28.2,2025,3
-102.8,22.35,PALZC,ZAC,Palomas Zac.,2.8,27.5,2025,3
-101.92,22.52,VGOZC,ZAC,Villa Gonzï¿½lez Ortega Zac.,5.4,29.5,2025,3
-102.04,22.67,ELSZC,ZAC,El Saladillo Zac.,1.4,30.0,2025,3
-103.6,22.69,LFLZC,ZAC,La Florida Zac.,-0.9,31.0,2025,3
-102.51,22.75,ZA2ZC,ZAC,Zacatecas Zac. SMN*,9.0,26.0,2025,3
-102.59,22.76,ZACZC,ZAC,Zacatecas Zac.,8.9,26.2,2025,3
-103.38,22.85,LOBZC,ZAC,Manuel Felgueres Zac.,0.3,27.7,2025,3
-103.11,22.92,STRZC,ZAC,Santa Rosa Zac.,4.8,26.4,2025,3
-102.66,23.0,LLBZC,ZAC,Llano Blanco Zac.,2.6,29.2,2025,3
-102.89,23.17,FREZC,ZAC,Fresnillo Zac.,7.6,29.1,2025,3
-103.22,23.18,LREZC,ZAC,Gobernador Leobardo Reynoso Zac.,3.6,27.7,2025,3
-103.03,23.82,RGRZC,ZAC,Rï¿½o Grande Zac.,4.8,30.1,2025,3
-102.88,24.33,SFOZC,ZAC,San Francisco Zac.,6.5,31.8,2025,3
-102.9,21.71,PMOZC,ZAC,Los Moraleï¿½os Zac.,8.1,34.1,2025,3
-103.5,22.33,STEZC,ZAC,Independencia Nacional Zac.,2.3,29.4,2025,3
-102.57,22.78,LBUZC,ZAC,Observatorio de Zacatecas Zac.,10.2,21.5,2025,3
-103.64,23.64,SOMZC,ZAC,Observatorio de Sombrerete Zac.,8.0,28.8,2025,3
-102.68,22.9,MMZC,ZAC,Aeropuerto Internacional de Zacatecas Zac.*,6.3,25.0,2025,3
-103.6,22.69,LAFLORIDA,ZAC,La Florida Zac. SMN*,2.7,28.7,2025,3
-101.71,24.62,70640,ZAC,EM Presa de Jales M. Peï¿½asquito Zac.,8.8,26.1,2025,3
-101.8,24.63,70600,ZAC,EM Pista M. Peï¿½asquito Zac.,6.5,28.0,2025,3
-101.71,24.65,70620,ZAC,EM Planta de ï¿½xidos M. Peï¿½asquito Zac.,11.2,27.1,2025,3
-102.57,22.78,ZACATECASob,ZAC,Observatorio de Zacatecas Zac. SMN*,10.7,20.9,2025,3
-102.25,22.44,LMOZC,ZAC,Luis Moya Zac.,4.6,30.5,2025,3
-103.0,22.64,JERZC,ZAC,Jerez Zac.,6.1,30.0,2025,3
-103.12,21.36,UPSZELREMOLINO,ZAC,Unidad Politï¿½cnica del Sur de Zacatecas El Remolino Zac. INIFAP*,4.5,34.3,2025,3
-103.05,21.61,SANTODOMINGOINI,ZAC,Santo Domingo Zac. INIFAP*,10.7,32.7,2025,3
-103.33,21.64,CBTATEPECHITLAN,ZAC,Centro de Bachillerato Tecnolï¿½gico Agropecuario Tepechitlï¿½n Zac. INIFAP*,5.1,31.2,2025,3
-103.31,21.93,MOMAX,ZAC,Momax Zac. INIFAP*,0.0,30.3,2025,3
-102.0,22.28,LORETO,ZAC,Loreto Zac. INIFAP*,3.8,27.3,2025,3
-101.62,22.28,LAVICTORIAZC,ZAC,La Victoria Zac. INIFAP*,5.9,26.0,2025,3
-102.88,22.31,VLLLANUEVA,ZAC,Villanueva Zac. INIFAP*,2.8,29.1,2025,3
-102.29,22.52,ELALPINO,ZAC,El Alpino Zac. INIFAP*,3.4,28.4,2025,3
-101.98,22.52,ESTDEANIMAS,ZAC,Estancia de Aï¿½nimas Zac. INIFAP*,4.5,27.6,2025,3
-103.04,22.54,SANTAFEZC,ZAC,Santa Fe Zac. INIFAP*,2.4,27.1,2025,3
-102.07,22.69,ELSALADILLO,ZAC,El Saladillo Zac. INIFAP*,3.6,28.3,2025,3
-102.98,22.7,SANTARITA,ZAC,Santa Rita Zac. INIFAP*,3.6,27.7,2025,3
-102.32,22.72,LASARCINAS,ZAC,Las Arcinas Zac. INIFAP*,6.4,27.6,2025,3
-102.69,22.72,UAAGRONOMIA,ZAC,Unidad Acadï¿½mica de Agronomï¿½a Zac. INIFAP*,4.1,26.0,2025,3
-102.51,22.76,UABIOLOGIA,ZAC,Unidad Acadï¿½mica de Biologï¿½a Zac. INIFAP*,10.1,26.3,2025,3
-103.57,22.78,CBTAVALPARAISO,ZAC,Centro de Bachillerato Tecnolï¿½gico Agropecuario Valparaï¿½so Zac. INIFAP*,3.2,28.3,2025,3
-103.15,22.85,PALMASALTAS,ZAC,Palmas Altas Zac. INIFAP*,5.4,25.0,2025,3
-102.66,22.91,CEZAC,ZAC,Campo Experimental Zacatecas Zac. INIFAP*,4.1,27.5,2025,3
-102.88,22.99,MESADEFUENTES,ZAC,Mesa de Fuentes Zac. INIFAP*,6.3,25.0,2025,3
-102.27,23.04,CHAPARROSA,ZAC,Chaparrosa Zac. INIFAP*,3.3,27.9,2025,3
-102.72,23.18,ELPARDILLO3,ZAC,El Pardillo 3 Zac. INIFAP*,1.2,27.4,2025,3
-103.04,23.22,COLEMANCIPACION,ZAC,Colonia Emancipaciï¿½n Zac. INIFAP*,3.9,27.4,2025,3
-103.34,23.23,ABREGO,ZAC,Abrego Zac. INIFAP*,3.2,26.8,2025,3
-102.34,23.28,COBAEZVILLACOS,ZAC,Cobaez Villa de Cos Zac. INIFAP*,5.7,28.4,2025,3
-102.93,23.39,RGRANDEZC,ZAC,Rancho Grande Zac. INIFAP*,5.5,27.2,2025,3
-102.18,23.46,SIERRAVIEJA,ZAC,Sierra Vieja Zac. INIFAP*,3.8,28.1,2025,3
-102.73,23.6,CANITAS,ZAC,Caï¿½itas Zac. INIFAP*,1.9,27.0,2025,3
-103.73,23.72,PROVIDENCIAZC,ZAC,Providencia Zac. INIFAP*,6.5,24.4,2025,3
-102.16,23.78,AGUANUEVAZC,ZAC,Agua Nueva Zac. INIFAP*,7.0,28.0,2025,3
-103.54,23.79,EMILIANOZAPATAZ,ZAC,Emiliano Zapata Zac. INIFAP*,5.2,24.6,2025,3
-103.33,23.82,COLPROGRESO,ZAC,Colonia Progreso Zac. INIFAP*,4.6,27.5,2025,3
-103.66,23.96,COLHIDALGO,ZAC,Col. Hidalgo Zac. INIFAP*,4.0,25.6,2025,3
-103.45,23.97,COLGLZORTEGA,ZAC,Colonia Gonzï¿½lez Ortega Zac. INIFAP*,7.6,25.5,2025,3
-103.24,24.05,MOGOTES,ZAC,Mogotes Zac. INIFAP*,4.1,26.4,2025,3
-103.39,24.12,CUNO,ZAC,Campo 1 Zac. INIFAP*,3.5,26.3,2025,3
-101.71,24.14,TDEHACHEROS,ZAC,Tanque de Hacheros Zac. INIFAP*,3.9,29.0,2025,3
-102.15,24.19,MARIANITA,ZAC,Marianita Zac. INIFAP*,6.4,28.9,2025,3
-102.9,21.9,TIERRABLANCAINI,ZAC,Tierra Blanca Zac. INIFAP*,4.7,32.3,2025,3
-101.39,24.62,CORZC,ZAC,Concepciï¿½n del Oro Zac.,8.7,27.9,2025,3
-102.32,21.7,MMAS,AGS,Aeropuerto Internacional de Aguascalientes Ags.*,10.4,31.1,2025,4
-102.37,21.78,NGRAG,AGS,El Niï¿½gara Ags.,8.0,29.9,2025,4
-102.79,21.81,MNLAG,AGS,Media Luna Ags.,8.5,33.9,2025,4
-102.29,21.85,OBSAG,AGS,Observatorio de Aguascalientes Ags.,10.6,33.2,2025,4
-102.31,21.9,AGSAG,AGS,Aguascalientes Ags.,10.2,31.7,2025,4
-101.99,21.9,CNSAG,AGS,Los Conos Ags.,8.0,30.8,2025,4
-102.68,22.0,CDRAG,AGS,La Codorniz Ags.,11.8,32.7,2025,4
-102.36,22.12,JCQAG,AGS,Jocoque Ags.,11.1,31.7,2025,4
-102.42,22.14,PECAG,AGS,Plutarco Elï¿½as Calles Ags.,10.4,30.1,2025,4
-102.28,22.15,PBLAG,AGS,Pabellï¿½n Ags.,9.0,30.1,2025,4
-102.46,22.19,P50ANIV,AGS,Presa Cincuenta Aniversario Ags. SMN*,10.9,29.8,2025,4
-102.14,22.2,PTOAG,AGS,Puerto de la Concepciï¿½n Ags.,10.6,29.9,2025,4
-102.44,22.24,PTRAG,AGS,Derivadora Pabellï¿½n Ags.,10.4,30.2,2025,4
-102.61,22.27,SIERRAFRIA,AGS,Sierra Frï¿½a Ags. SMN*,6.9,23.5,2025,4
-102.3,22.36,CSOAG,AGS,Cosï¿½o Ags.,2.4,21.6,2025,4
-102.07,22.1,VJZAG,AGS,Villa Juï¿½rez Ags.,3.8,30.2,2025,4
-102.13,21.81,TNJAG,AGS,La Tinaja 2 Ags.,7.9,31.3,2025,4
-102.11,21.88,SNVAG,AGS,Sandovales Ags.,3.6,25.0,2025,4
-101.97,21.92,PALAG,AGS,Palo Alto Ags.,9.0,30.1,2025,4
-102.2,22.01,CHOAG,AGS,Caï¿½ada Honda Ags.,6.3,31.6,2025,4
-102.0,22.02,NVLAG,AGS,El Novillo Ags.,5.2,28.6,2025,4
-102.29,21.85,AGUASCALIENTESo,AGS,Observatorio de Aguascalientes Ags. SGT*,10.4,30.7,2025,4
-102.46,22.19,ANVAG,AGS,Cincuenta Aniversario Ags.,10.5,30.0,2025,4
-114.72,29.73,CATAVINA,BC,Cataviï¿½a B.C. SMN*,9.0,25.6,2025,4
-116.6,31.89,ELZBN,BC,Emilio Lï¿½pez Zamora B.C.,10.8,20.4,2025,4
-116.2,32.27,AGHBN,BC,Agua Hechicera B.C.,1.7,18.9,2025,4
-116.91,32.44,ALRBN,BC,Abelardo L. Rodrï¿½guez B.C.,10.9,22.2,2025,4
-116.83,32.47,EFLBN,BC,El Florido B.C.,10.0,21.8,2025,4
-116.7,32.48,CRRBN,BC,El Carrizo B.C.,10.6,22.8,2025,4
-114.73,32.7,PDMBN,BC,Presa derivadora Morelos B.C.,14.7,30.3,2025,4
-115.27,32.39,MXCBN,BC,Mexicali B.C.,15.7,32.8,2025,4
-115.93,30.52,ENBBN,BC,San Quintï¿½n B.C.,10.0,19.5,2025,4
-115.94,30.53,SQNBN,BC,San Quintï¿½n B.C. SMN*,10.3,19.2,2025,4
-116.6,31.89,PLOPEZZAMORA,BC,Presa Emilio Lï¿½pez Zamora B.C. SMN*,11.4,18.8,2025,4
-116.91,32.45,PABELARLRDGZ2,BC,Abelardo L. Rodrï¿½guez. 2 B.C. SMN*,12.0,21.8,2025,4
-116.66,32.57,TECATE,BC,Tecate B.C. SMN*,8.9,21.5,2025,4
-114.85,31.03,SFLBN,BC,Observatorio de San Felipe B.C.,14.8,26.6,2025,4
-115.15,32.41,ENLBN,BC,Observatorio de Ejido Nuevo Leï¿½n B.C.,11.2,32.2,2025,4
-115.29,32.67,MEXBN,BC,Mexicali B.C. SMN*,15.9,29.8,2025,4
-115.5,31.1,ISANPEDR1,BC,San Pedro Mï¿½rtir B.C. UNAM*,1.8,9.1,2025,4
-116.97,32.54,MMTJ,BC,Aeropuerto Internacional de Tijuana B.C.*,11.6,19.8,2025,4
-115.25,32.63,MMML,BC,Aeropuerto Internacional de Mexicali B.C.*,13.6,29.1,2025,4
-115.92,32.04,CONST1857,BC,Constituciï¿½n de 1857 B.C. SMN*,-1.2,18.1,2025,4
-114.83,30.99,SANFELIPEMAR,BC,San Felipe B.C. SEMAR*,14.4,26.0,2025,4
-117.25,32.42,ISLACORONADOMAR,BC,Isla Coronado B.C. SEMAR*,12.5,18.6,2025,4
-116.21,32.27,RUMOROSA,BC,La Rumorosa B.C. SMN*,1.5,19.4,2025,4
-115.19,32.41,ENVOLEONob,BC,Observatorio del Ejido Nuevo Leï¿½n B.C. SMN*,11.2,31.7,2025,4
-114.83,31.03,SFELIPEob,BC,Observatorio de San Felipe B.C. SMN*,15.2,27.6,2025,4
-111.35,26.01,BLORETO,BCS,Bahï¿½a de Loreto B.C.S. SMN*,16.5,30.1,2025,4
-109.92,22.89,SANLUCAS,BCS,Cabo San Lucas B.C.S. SMN*,18.1,29.6,2025,4
-109.92,22.89,SLUBS,BCS,Cabo San Lucas B.C.S. SMN*,19.2,30.0,2025,4
-109.93,22.9,CSLBS,BCS,Cabo San Lucas B.C.S.,14.4,31.0,2025,4
-109.71,23.12,SJCBS,BCS,San Josï¿½ del Cabo B.C.S.,14.6,30.4,2025,4
-110.21,23.48,TSNBS,BCS,Todos Santos B.C.S.,14.3,24.4,2025,4
-109.71,23.49,SNTBS,BCS,Santiago B.C.S.,11.8,34.0,2025,4
-109.7,23.68,LBABS,BCS,Los Barriles B.C.S.,17.2,33.4,2025,4
-109.84,23.74,SBABS,BCS,San Bartolo B.C.S.,11.3,23.3,2025,4
-110.06,23.8,SANBS,BCS,San Antonio B.C.S.,14.7,35.9,2025,4
-109.93,23.97,PLNBS,BCS,Los Planes B.C.S.,14.0,32.0,2025,4
-110.0,24.08,SARBS,BCS,El Sargento B.C.S.,15.0,29.5,2025,4
-113.46,27.64,DORBS,BCS,Dï¿½az Ordaz B.C.S.,5.9,24.9,2025,4
-114.05,27.96,GNGBS,BCS,Guerrero Negro B.C.S.,12.3,20.3,2025,4
-111.98,26.9,MLGBS,BCS,Mulegï¿½ B.C.S.,13.9,28.7,2025,4
-110.0,23.56,SLAGUNA,BCS,Sierra La Laguna B.C.S. SMN*,12.3,24.9,2025,4
-110.37,24.15,LPZBS,BCS,Observatorio de La Paz B.C.S.,15.8,32.6,2025,4
-111.66,25.01,CCNBS,BCS,Observatorio de Ciudad Constituciï¿½n B.C.S.,10.2,29.8,2025,4
-111.35,26.01,LRTBS,BCS,Observatorio de Loreto B.C.S.,16.9,30.7,2025,4
-112.27,27.34,SRLBS,BCS,Observatorio de Santa Rosalï¿½a B.C.S.,15.7,23.9,2025,4
-109.72,23.14,MMSD,BCS,Aeropuerto Internacional de Los Cabos B.C.S.*,17.6,30.4,2025,4
-110.37,24.08,MMLP,BCS,Aeropuerto Internacional de La Paz B.C.S.*,14.9,32.0,2025,4
-111.35,25.99,MMLT,BCS,Aeropuerto Internacional de Loreto B.C.S.*,21.2,28.5,2025,4
-109.42,23.45,CPULMO,BCS,Cabo Pulmo B.C.S. SMN*,19.2,27.3,2025,4
-110.32,24.12,LAPAZob,BCS,Observatorio de La Paz B.C.S. SMN*,16.3,33.7,2025,4
-111.83,24.48,PCORTESMAR,BCS,Puerto Cortï¿½s B.C.S. SEMAR*,14.9,23.8,2025,4
-109.94,22.95,MMSL,BCS,Aerï¿½dromo Internacional de Cabo San Lucas B.C.S.,20.7,29.0,2025,4
-114.02,27.98,UABCSCGNJ,BCS,UABCS Campus Guerrero Negro B.C.S. JCAS*,12.2,20.2,2025,4
-113.46,27.64,DIAZORDAZBN,BCS,Gustavo Diaz Ordaz B.C.S. SMN*,10.3,25.7,2025,4
-112.25,27.28,STAROSALIAob,BCS,Observatorio de Santa Rosalï¿½a B.C.S. SMN*,19.4,27.5,2025,4
-109.92,22.89,CPCSANLUCASmar,BCS,Capitanï¿½a de Puerto de Cabo San Lucas B.C.S. SEMAR*,18.7,27.9,2025,4
-110.22,23.45,TODOSLOSSANTOS,BCS,Todos los Santos B.C.S. SMN*,14.0,22.9,2025,4
-111.65,25.01,CDCONSTITUCIONo,BCS,Ciudad Constituciï¿½n Ob B.C.S. SGT*,10.6,30.2,2025,4
-112.26,27.34,CPSTAROSALIAmar,BCS,Capitanï¿½a de Puerto de Santa Rosalï¿½a B.C.S. SEMAR*,17.8,23.9,2025,4
-111.35,26.01,LORETOob,BCS,Observatorio de Loreto B.C.S. SMN*,17.0,31.0,2025,4
-109.91,22.88,SANLUCASmar,BCS,Cabo San Lucas B.C.S. SEMAR*,18.3,27.9,2025,4
-110.31,24.17,CPLAPAZmar,BCS,Capitanï¿½a de Puerto de La Paz B.C.S. SEMAR*,17.2,30.3,2025,4
-89.4,18.5,XPJCA,CAMP,Xpujil Camp.,20.7,34.2,2025,4
-91.05,18.18,CNDCA,CAMP,Candelaria Camp.,21.7,35.0,2025,4
-92.09,18.25,PLZCA,CAMP,Palizada Camp.,22.7,35.8,2025,4
-90.74,18.6,ESCCA,CAMP,Escï¿½rcega Camp.,23.2,35.0,2025,4
-91.76,18.65,CARCA,CAMP,El Carmen Camp.,24.7,34.1,2025,4
-91.18,18.97,SBNCA,CAMP,Sabancuy Camp.,20.8,35.4,2025,4
-90.58,19.3,CANCA,CAMP,Canasayab Camp.,21.6,35.3,2025,4
-90.72,19.36,CHMCA,CAMP,Champotï¿½n Camp.,24.3,34.8,2025,4
-89.86,19.66,XCPCA,CAMP,Xcupil Camp.,19.7,35.5,2025,4
-90.56,19.83,CMPCA,CAMP,Campeche Camp.,22.9,35.8,2025,4
-90.51,19.84,COBCA,CAMP,Observatorio de Campeche Camp.,21.8,36.3,2025,4
-90.11,20.18,HECCA,CAMP,Hecelchakï¿½n Camp.,22.5,34.6,2025,4
-90.82,18.06,MONCLOVACAMP,CAMP,Monclova Camp. SMN*,24.6,37.7,2025,4
-91.8,18.65,MMCE,CAMP,Aeropuerto Internacional de Ciudad del Carmen Camp.*,25.0,32.6,2025,4
-90.5,19.81,MMCP,CAMP,Aeropuerto Internacional de Campeche Camp.*,21.4,34.4,2025,4
-89.89,18.36,CALCA,CAMP,Calakmul Camp. SMN*,21.1,33.7,2025,4
-90.31,19.01,YOHALTUM,CAMP,Yohaltï¿½n Camp. SMN*,20.0,36.5,2025,4
-92.1,18.25,PALIZADACA,CAMP,Palizada Camp. SMN*,22.5,35.6,2025,4
-89.85,19.75,HPOCA,CAMP,Hopelchen Camp.,20.4,37.0,2025,4
-90.72,19.36,CHAMPOTONmar,CAMP,Champotï¿½n Camp. SEMAR*,23.0,34.3,2025,4
-90.59,19.81,LERMAmar,CAMP,Lerma Camp. SEMAR*,23.5,33.9,2025,4
-90.51,19.84,CAMPECHEob,CAMP,Observatorio de Campeche Camp. SMN*,21.7,36.0,2025,4
-89.74,20.0,BOLCA,CAMP,Bolonchen Camp.,21.4,34.4,2025,4
-91.83,18.63,EIOCDCARMENmar,CAMP,Estaciï¿½n de Investigaciï¿½n Oceanogrï¿½fica de Ciudad del Carmen Camp. SEMAR*,25.3,33.0,2025,4
-91.84,18.65,CPISLCARMENmar,CAMP,Capitanï¿½a de Puerto de Isla del Carmen Camp. SEMAR*,25.5,34.3,2025,4
-90.71,19.65,CPSEYBAPLAYAmar,CAMP,Capitanï¿½a de Puerto de Seybaplaya Camp. SEMAR*,23.3,32.5,2025,4
-90.59,19.81,CPCAMPECHEmar,CAMP,Capitanï¿½a de Puerto de Campeche Camp. SEMAR*,24.0,34.2,2025,4
-89.72,19.46,DZILBACHEN,CAMP,Dzilbachï¿½n Camp. SMN*,21.4,34.6,2025,4
-90.51,19.83,BASANCAMPmar,CAMP,Base Aeronaval de Campeche Camp. SEMAR*,22.7,33.9,2025,4
-90.22,19.61,NYXCA,CAMP,Noh Yaxchï¿½ Camp.,20.2,38.1,2025,4
-99.2,19.3,DATDF,CDMX,Desviaciï¿½n Alta Cd. de Mï¿½x.,9.8,24.7,2025,4
-99.07,19.47,SJADF,CDMX,San Juan de Aragï¿½n Cd. de Mï¿½x.,10.4,29.1,2025,4
-99.14,19.52,CEADF,CDMX,Campamento Amealco Cd. de Mï¿½x.,11.5,30.9,2025,4
-99.2,19.27,ECOGUARDAS,CDMX,Ecoguardas Ajusco Cd. de Mï¿½x. SMN*,9.3,28.6,2025,4
-99.1,19.39,TEZDF,CDMX,Tezontle Cd. de Mï¿½x. SMN*,13.8,27.5,2025,4
-99.2,19.41,CTMDF,CDMX,Observatorio de Tacubaya Cd. de Mï¿½x.,13.3,28.9,2025,4
-99.09,19.48,GCNDF,CDMX,km 6+250 Cd. de Mï¿½x.,8.4,31.5,2025,4
-99.07,19.44,MMMX,CDMX,Aeropuerto Internacional de la Ciudad de Mï¿½xico Cd. de Mï¿½x.*,11.3,28.2,2025,4
-99.22,19.44,IBMSE,CDMX,Legaria Cd. de Mï¿½x. SGIRPC*,12.5,27.3,2025,4
-99.16,19.35,ENP6,CDMX,Escuela Nacional Preparatoria 6 Cd. de Mï¿½x. UNAM*,12.8,28.3,2025,4
-99.2,19.4,ENP4,CDMX,Escuela Nacional Preparatoria 4 Cd. de Mï¿½x. UNAM*,14.1,27.8,2025,4
-99.19,19.42,MDELREY,CDMX,Molino del Rey Cd. de Mï¿½x SMN*,11.4,27.9,2025,4
-99.16,19.15,AJUSE,CDMX,Ajusco Cd. de Mï¿½x. SGIRPC*,6.3,23.3,2025,4
-99.14,19.48,CCHV,CDMX,Colegio de Ciencias y Humanidades Vallejo Cd. de Mï¿½x. UNAM*,12.7,30.2,2025,4
-99.01,19.25,TULYEHUALC,CDMX,Tulyehualco Cd. de Mï¿½x. UNAM*,11.4,26.8,2025,4
-99.18,19.33,CCA,CDMX,Centro de Ciencias de la Atmï¿½sfera Cd. de Mï¿½x UNAM*,11.6,27.7,2025,4
-99.13,19.42,ENP7,CDMX,Escuela Nacional Preparatoria 7 Cd. de Mï¿½x. UNAM*,14.2,28.8,2025,4
-99.12,19.48,ENP9,CDMX,Escuela Nacional Preparatoria 9 Cd. de Mï¿½x. UNAM*,14.0,28.3,2025,4
-99.15,19.31,SURSE,CDMX,Santa ï¿½rsula Cd. de Mï¿½x. SGIRPC*,12.0,27.2,2025,4
-99.08,19.4,AGOSE,CDMX,Agrï¿½cola Oriental Cd. de Mï¿½x. SGIRPC*,13.4,27.7,2025,4
-99.14,19.55,CUAUTEPEC,CDMX,Cuautepec Cd. de Mï¿½x. UNAM*,12.3,26.3,2025,4
-99.2,19.4,TACUBAYAob,CDMX,Observatorio de Tacubaya Cd. de Mï¿½x. SMN*,13.7,27.6,2025,4
-99.15,19.43,SGISE,CDMX,SGIRPC Col Juï¿½rez Cd. de Mï¿½x. SGIRPC*,13.5,26.8,2025,4
-99.12,19.27,ENP1,CDMX,Escuela Nacional Preparatoria 1 Cd. de Mï¿½x. UNAM*,12.9,28.4,2025,4
-99.13,19.3,ENP5,CDMX,Escuela Nacional Preparatoria 5 Cd. de Mï¿½x. UNAM*,12.1,29.5,2025,4
-99.09,19.48,ENP3,CDMX,Escuela Nacional Preparatoria 3 Cd. de Mï¿½x. UNAM*,12.7,29.1,2025,4
-99.2,19.5,CCHA,CDMX,Colegio de Ciencias y Humanidades Azcapotzalco Cd. de Mï¿½x. UNAM*,11.7,28.0,2025,4
-99.21,19.27,AJMSE,CDMX,Ajusco Medio Cd. de Mï¿½x. SGIRPC*,10.3,26.0,2025,4
-99.2,19.33,PEDSE,CDMX,Pedregal Cd. de Mï¿½x. SGIRPC*,13.2,26.5,2025,4
-99.09,19.48,GAMSE,CDMX,Gustavo A. Madero Cd. de Mï¿½x. SGIRPC*,14.5,27.7,2025,4
-99.12,19.42,MERSE,CDMX,Merced Cd. de Mï¿½x. SGIRPC*,14.6,27.6,2025,4
-99.01,19.25,TAHSE,CDMX,Tlï¿½huac Cd. de Mï¿½x. SGIRPC*,12.9,28.2,2025,4
-99.17,19.45,CBIDF,CDMX,Escuela Nacional de Ciencias Biolï¿½gicas IPN Cd. de Mï¿½x. SMN*,13.7,27.4,2025,4
-99.1,19.39,ENP2,CDMX,Escuela Nacional Preparatoria 2 Cd. de Mï¿½x. UNAM*,13.8,28.2,2025,4
-99.2,19.4,MGHSE,CDMX,Miguel Hidalgo Cd. de Mï¿½x. SGIRPC*,14.8,27.0,2025,4
-99.15,19.48,LAASE,CDMX,Lab. de Anï¿½lisis Ambiental Cd. de Mï¿½x. SGIRPC*,14.3,27.1,2025,4
-99.13,19.32,CIPRESESmar,CDMX,Los Cipreses Cd. de Mï¿½x. SEMAR*,13.5,29.6,2025,4
-99.16,19.37,BJUSE,CDMX,Benito Juï¿½rez Cd. de Mï¿½x. SGIRPC*,14.0,27.0,2025,4
-99.01,19.35,SACSE,CDMX,Santiago Acahualtepec Cd. de Mï¿½x. SGIRPC*,12.3,28.4,2025,4
-99.1,19.3,UAXSE,CDMX,Universidad Autï¿½noma Metropolitana Xochimilco Cd. de Mï¿½x. SGIRPC*,12.8,27.7,2025,4
-99.2,19.31,CENAPRED,CDMX,Centro de Ciencias de la Atmï¿½sfera CENAPRED Cd. de Mï¿½x SMN*,8.0,29.5,2025,4
-99.07,19.36,UIZSE,CDMX,Universidad Autï¿½noma Metropolitana Iztapalapa Cd. de Mï¿½x. SGIRPC*,15.0,28.2,2025,4
-105.16,26.74,VICCH,CHIH,Villa Coronado Chih.,9.4,32.7,2025,4
-107.88,26.87,IGNCH,CHIH,San Ignacio Chih.,14.5,33.7,2025,4
-107.92,27.22,URICH,CHIH,Urique Chih. SMN*,19.5,34.5,2025,4
-107.91,27.22,URECH,CHIH,Urique Chih.,18.6,40.5,2025,4
-105.41,27.54,LBQCH,CHIH,La Boquilla Chih.,13.1,31.9,2025,4
-105.45,28.21,CDLCH,CHIH,Ciudad Delicias Chih.,13.7,31.3,2025,4
-107.48,28.48,AGZCH,CHIH,Abraham Gonzï¿½lez Chih.,2.2,23.2,2025,4
-106.09,28.66,QIJCH,CHIH,Observatorio de Chihuahua Chih.,12.1,30.7,2025,4
-108.3,29.2,GPCCH,CHIH,Guapoca Chih.,2.5,28.1,2025,4
-107.38,29.56,TNTCH,CHIH,El Tintero Chih.,7.7,28.0,2025,4
-104.41,29.56,OJNCH,CHIH,Ojinaga Chih.,12.9,35.4,2025,4
-107.03,29.88,LJSCH,CHIH,Las Lajas Chih.,6.9,27.8,2025,4
-106.4,31.74,CJZCH,CHIH,Ciudad Juï¿½rez Chih.,13.1,28.1,2025,4
-105.38,27.41,CL2CH,CHIH,Colina hidromï¿½trica Chih.,6.6,30.7,2025,4
-106.77,26.23,CHNCH,CHIH,Chinatï¿½ Chih. SMN*,1.8,25.1,2025,4
-107.07,26.82,GCCCH,CHIH,Guachochi Chih. SMN*,1.0,20.6,2025,4
-104.91,27.11,JIMENEZCHIH,CHIH,Jimï¿½nez Chih. SMN*,9.0,31.0,2025,4
