Lon,Lat,Clave,Edo,Est,Tmin,Tmax,Año,Mes
-107.38,25.09,AL2SI,SIN,El Varejonal hidromï¿½trica Sin.,10.5,30.3,2024,1
-109.07,25.59,TOPOLOBAMPOMAR,SIN,Topolobampo Sin. SEMAR*,15.7,23.8,2024,1
-108.7,25.7,ARCSI,SIN,Adolfo Ruï¿½z Cortï¿½nes Sin.,10.8,26.5,2024,1
-107.91,25.86,GD2SI,SIN,Bacurato hidromï¿½trica de Gustavo Diaz Ordï¿½z Sin.,7.0,27.8,2024,1
-98.76,21.24,TMTSL,SLP,Temamatla S.L.P.,15.1,25.4,2024,1
-98.86,21.25,TBLSL,SLP,Tierra Blanca S.L.P.,14.9,24.9,2024,1
-98.62,21.69,SVTSL,SLP,San Vicente S.L.P.,13.8,24.6,2024,1
-98.96,21.75,BLMSL,SLP,Ballesmi S.L.P.,13.2,25.4,2024,1
-98.94,21.85,PUJSL,SLP,El Pujal S.L.P.,14.7,26.4,2024,1
-99.24,21.91,GANSL,SLP,Gallinas S.L.P.,11.8,25.1,2024,1
-99.02,21.98,CDVSL,SLP,Ciudad Valles S.L.P.,13.9,25.5,2024,1
-99.16,22.12,MICSL,SLP,Micos S.L.P.,12.4,24.7,2024,1
-101.0,22.2,SGRSL,SLP,Soledad Graciano S.L.P.,8.6,21.5,2024,1
-99.32,22.52,NRJSL,SLP,Naranjos S.L.P.,14.1,24.8,2024,1
-100.64,23.66,MATSL,SLP,Matehuala S.L.P.,6.0,24.5,2024,1
-99.83,21.65,PMYSL,SLP,Pedro Montoya S.L.P.,9.9,27.0,2024,1
-98.56,21.97,AJTSL,SLP,Las Adjuntas S.L.P.,13.5,25.8,2024,1
-99.03,21.98,CDVALLES,SLP,Ciudad Valles S.L.P. SMN*,13.7,24.9,2024,1
-100.67,23.65,MA2SL,SLP,Matehuala S.L.P. SMN*,7.6,22.2,2024,1
-98.8,21.33,MTPSL,SLP,Observatorio de Matlapa S.L.P.,14.0,24.1,2024,1
-100.0,21.93,RVDSL,SLP,Observatorio de Rï¿½o Verde S.L.P.,11.0,27.3,2024,1
-101.02,22.15,SLPSL,SLP,Observatorio de San Luis Potosï¿½ S.L.P.,7.6,24.4,2024,1
-100.93,22.26,MMSP,SLP,Aeropuerto Internacional de San Luis Potosï¿½ S.L.P.*,7.1,22.5,2024,1
-99.06,22.02,STRSL,SLP,Santa Rosa S.L.P.,14.3,26.4,2024,1
-100.94,21.81,GOGORRON,SLP,Gogorrï¿½n S.L.P. SMN*,8.4,25.2,2024,1
-100.02,21.94,CDFERNANDEZ,SLP,Ciudad Fernï¿½ndez S.L.P. SMN*,11.6,28.3,2024,1
-98.82,21.32,MATLAPAob,SLP,Observatorio de Matlapa S.L.P. SMN*,14.2,24.3,2024,1
-100.98,22.18,SLPOTOSIob,SLP,Observatorio de San Luis Potosi S.L.P. SMN*,7.6,24.2,2024,1
-110.29,30.98,CNNSO,SON,Cananea Son.,1.4,16.3,2024,1
-108.76,26.6,CZNSO,SON,Cazanate Son.,5.6,31.4,2024,1
-109.44,27.07,NVJSO,SON,Navojoa Son.,7.7,24.6,2024,1
-108.88,27.41,SBNSO,SON,San Bernardo Son.,8.0,27.9,2024,1
-109.62,27.42,CCRSO,SON,Cocoraque Son.,5.3,26.9,2024,1
-109.21,27.66,TSOSO,SON,Tesocoma Son.,-0.6,21.6,2024,1
-109.89,27.82,AOBSO,SON,ï¿½lvaro Obregï¿½n Son.,10.3,24.1,2024,1
-110.85,27.95,GYMSO,SON,Guaymas Son.,11.7,20.7,2024,1
-108.92,28.37,YC2SO,SON,Yï¿½cora Son. SMN*,-3.3,18.0,2024,1
-108.93,28.37,YCRSO,SON,Yï¿½cora Son.,-6.2,19.5,2024,1
-110.31,28.47,PTASO,SON,Punta de Agua 2 Son.,1.7,25.2,2024,1
-110.92,29.07,HM2SO,SON,Observatorio de Hermosillo Son.,7.6,25.7,2024,1
-110.93,29.07,HMNSO,SON,Hermosillo Son.,10.2,24.5,2024,1
-109.23,29.2,ECBSO,SON,El Cubil Son.,2.6,25.3,2024,1
-110.73,29.21,PMOSO,SON,Ing. Rodolfo Fï¿½lix Valdï¿½s Son.,6.1,23.6,2024,1
-110.74,29.47,CJNSO,SON,El Cajï¿½n Son.,5.7,24.1,2024,1
-110.23,29.82,ACNSO,SON,Aconchi Son.,2.1,19.4,2024,1
-111.02,30.05,QRBSO,SON,Querobabi Son.,1.4,22.9,2024,1
-109.09,30.07,ARISO,SON,Aribabi Son.,-0.1,16.3,2024,1
-108.96,30.21,HSHSO,SON,Huachinera Son.,1.4,18.7,2024,1
-110.17,30.34,ARZSO,SON,Arizpe Son.,-2.6,15.5,2024,1
-108.93,30.36,BCRSO,SON,Bacerac Son.,0.2,15.9,2024,1
-111.45,30.39,SRSSO,SON,Santa Rosa 2 Son.,4.8,20.2,2024,1
-109.38,30.44,LCDSO,SON,Lï¿½zaro Cï¿½rdenas Son.,7.1,21.1,2024,1
-112.12,30.7,PTQSO,SON,Pitiquito Son.,7.3,21.9,2024,1
-110.89,30.76,IMRSO,SON,Imuris Son.,-0.2,19.2,2024,1
-111.52,30.87,CHTSO,SON,Cuauhtï¿½moc Son.,2.2,24.0,2024,1
-110.95,31.32,NGLSO,SON,Nogales Son.,3.1,16.0,2024,1
-112.85,31.87,NYNSO,SON,Sonoyta Son.,2.6,19.2,2024,1
-114.97,32.06,ENCINAS,SON,Encinas Johnson Son. REMAS*,4.6,21.3,2024,1
-109.14,26.46,TOTOLIBOQUI,SON,Totoliboqui Son. REMAS*,9.4,25.8,2024,1
-109.05,26.5,EJIDO21MARZO,SON,Ejido 21 de Marzo Son. REMAS*,6.6,27.5,2024,1
-109.68,26.84,NAVOBAXIA,SON,Navobaxia Son. REMAS*,6.5,25.3,2024,1
-109.75,26.9,SAHUARALO,SON,Sahuaral de Otero Son. REMAS*,6.5,25.1,2024,1
-109.83,27.0,BLOCK2918,SON,Block 2918 Son. REMAS*,5.8,23.4,2024,1
-109.5,27.01,SEMAY,SON,Semay Son. REMAS*,6.9,25.2,2024,1
-109.42,27.07,CIASO,SON,Ciano Huatabampo Son.,5.7,25.0,2024,1
-109.48,27.11,CHIHUAHUITASO,SON,Chihuahuita Son. REMAS*,5.6,27.1,2024,1
-109.9,27.14,BLOCK2010,SON,Block 2010 Son. REMAS*,6.1,25.7,2024,1
-109.8,27.17,BLOCK1922,SON,Block 1922 Son. REMAS*,6.7,26.2,2024,1
-109.66,27.18,BLOCK1936,SON,Block 1936 Son. REMAS*,7.0,25.5,2024,1
-109.58,27.21,PUEBLO,SON,Pueblo Mayo Son. REMAS*,7.2,26.7,2024,1
-110.04,27.23,BLOCK1703,SON,Block 1703 Son. REMAS*,6.9,25.8,2024,1
-108.91,27.32,CASA,SON,Casa Colorada Son. REMAS*,6.1,29.5,2024,1
-110.02,27.32,BLOCK1101,SON,Block 1101 Son. REMAS*,6.3,25.7,2024,1
-109.81,27.39,BLOCK720,SON,Block 720 Son. REMAS*,7.3,26.0,2024,1
-110.34,27.4,BLOCK731,SON,Block 731 Son. REMAS*,6.9,24.0,2024,1
-110.22,27.46,BLOCK419,SON,Block 419 Son. REMAS*,7.2,25.1,2024,1
-109.13,27.47,ALGODONES,SON,Los Algodones Son. REMAS*,9.0,28.1,2024,1
-109.93,27.62,CORRAL,SON,Estaciï¿½n Corral  Son. REMAS*,5.3,27.4,2024,1
-110.29,27.64,VCMSO,SON,Vï¿½cam Son.,4.0,26.5,2024,1
-109.4,27.85,ROSARIO,SON,Rosario Tesopaco Son. REMAS*,1.9,26.8,2024,1
-110.55,28.0,CAMPO,SON,Campo Selza Son. REMAS*,6.9,25.9,2024,1
-110.93,28.0,BUENOS,SON,Buenos Aires Gym Son. REMAS*,7.1,25.7,2024,1
-110.66,28.12,SANTAMARIA,SON,Santa Marï¿½a Son. REMAS*,7.6,26.1,2024,1
-110.66,28.3,ORTIZ,SON,Ortï¿½z Son. REMAS*,5.6,26.6,2024,1
-110.51,28.37,TREINTA,SON,Las Treinta Son. REMAS*,5.8,26.6,2024,1
-109.89,28.42,SUAQUI,SON,Suaqui Grande Son. REMAS*,3.5,27.4,2024,1
-111.32,28.68,PEANA,SON,Peaï¿½a Son. REMAS*,5.9,24.8,2024,1
-111.65,28.69,KINO,SON,Kino Son. REMAS*,4.8,24.6,2024,1
-111.47,28.74,FATIMA,SON,El Milagro de Fï¿½tima Son. REMAS*,5.3,24.8,2024,1
-111.56,28.84,SANTAELENAS,SON,Santa Elena Son. REMAS*,5.8,25.1,2024,1
-111.23,28.9,ABEJAS,SON,Abejas Son. REMAS*,6.1,25.1,2024,1
-110.18,28.94,MAZATAN,SON,Mazatï¿½n Son. REMAS*,1.6,24.9,2024,1
-111.13,28.96,BACHATA,SON,La Bachata Son. REMAS*,3.8,25.1,2024,1
-109.22,29.05,SAHUARIPA,SON,Sahuaripa Son. REMAS*,2.4,25.8,2024,1
-111.56,29.09,GREEN,SON,Green Stripe Son. REMAS*,6.1,25.7,2024,1
-109.99,29.12,MATAPE,SON,Mï¿½tape Son. REMAS*,4.6,23.4,2024,1
-110.93,29.39,TRACALITA,SON,Tracalita Son. REMAS*,5.8,23.8,2024,1
-110.31,29.44,URES,SON,Ures Son. REMAS*,1.5,24.3,2024,1
-110.93,29.55,SELVA,SON,Selva Son. REMAS*,3.8,23.7,2024,1
-108.97,29.69,NACORI,SON,Nï¿½cori Chico Son. REMAS*,-0.7,22.1,2024,1
-110.21,29.97,BANAMICHI,SON,Banï¿½michi Son. REMAS*,-0.7,22.1,2024,1
-109.79,30.19,CUMPAS,SON,Cumpas Son. REMAS*,2.8,23.0,2024,1
-111.56,30.47,CORRALES,SON,Los Corrales Son. REMAS*,3.5,21.7,2024,1
-108.96,30.51,BAVISPE,SON,Bavispe Son. REMAS*,0.1,20.1,2024,1
-111.21,30.79,ALMAS,SON,Las Palmas Son. REMAS*,0.7,19.9,2024,1
-112.78,30.83,LOLEYTA,SON,Loleyta Son. REMAS*,6.8,21.9,2024,1
-112.91,30.85,RIVERA,SON,La Rivera Son. REMAS*,6.1,21.8,2024,1
-112.03,31.0,CUCHUJAQUI,SON,Cuchujaqui Son. REMAS*,2.2,20.3,2024,1
-110.6,31.19,SANTACRUZS,SON,Santa Cruz Son. REMAS*,-1.8,16.2,2024,1
-109.56,31.24,AGUAPRIETA,SON,km 9 Ejido Agua Prieta Son. REMAS*,-1.8,17.5,2024,1
-110.91,31.3,NOGALES,SON,Nogales Son. SMN*,4.2,16.5,2024,1
-113.3,31.68,PINACATE,SON,El Pinacate Son. SMN*,7.2,21.3,2024,1
-112.67,31.77,SONOYTAS,SON,Sonoyta Son. REMAS*,2.5,20.8,2024,1
-112.85,31.87,SONOYTA,SON,Sonoyta Son. SMN*,5.4,20.6,2024,1
-114.92,32.17,COLONIA,SON,Colonia Medano Son. REMAS*,5.5,20.3,2024,1
-115.01,32.25,VALENZUELA,SON,Rancho Valenzuela Son. REMAS*,5.2,20.4,2024,1
-114.87,32.33,PIVOTE,SON,Rancho El Pivote Son. REMAS*,6.3,20.4,2024,1
-114.85,32.44,MONUMENTOS,SON,Monumentos Son. REMAS*,5.8,21.4,2024,1
-109.6,26.82,HUATABAMPO,SON,Huatabampo Son. REMAS*,7.2,25.5,2024,1
-109.58,27.05,CHUCARIT,SON,Chucarit Son. REMAS*,6.2,25.1,2024,1
-109.94,27.5,COBSO,SON,Observatorio de Ciudad Obregï¿½n Son.,7.8,25.4,2024,1
-110.8,27.95,EPLSO,SON,Observatorio de Empalme Son.,9.3,24.9,2024,1
-109.08,29.43,PDNSO,SON,Paso Nï¿½cori Son.,3.2,22.6,2024,1
-111.73,30.72,ALTSO,SON,Observatorio de Altar Son.,3.5,22.3,2024,1
-113.55,31.35,PT2SO,SON,Observatorio de Puerto Peï¿½asco Son.,9.9,19.6,2024,1
-114.8,32.42,RCOLORADO,SON,San Luis Rï¿½o Colorado Son. SMN*,7.7,20.2,2024,1
-111.83,28.75,BAHIAKINO,SON,Bahï¿½a de Kino Son. SMN*,6.9,22.0,2024,1
-111.36,28.56,CUICHI,SON,Cuichi Son. REMAS*,4.8,24.7,2024,1
-109.5,26.91,TRESCARLOS,SON,Tres Carlos Son. REMAS*,5.7,25.0,2024,1
-109.71,27.21,BLOCK1730,SON,Block 1730 Son. REMAS*,5.4,25.5,2024,1
-109.84,27.28,BLOCK1418,SON,Block 1418 Son. REMAS*,5.9,24.4,2024,1
-110.1,27.41,BLOCK609,SON,Block 609 Son. REMAS*,5.9,25.2,2024,1
-110.12,27.51,BLOCK111,SON,Block 111 Son. REMAS*,6.2,25.0,2024,1
-110.01,27.55,PELJAZMIN,SON,Predio El Jazmï¿½n Son. REMAS*,6.3,26.3,2024,1
-111.25,28.31,SAHUARALA,SON,Sahuaral Son. REMAS*,4.9,24.3,2024,1
-111.56,28.61,PERICOI,SON,Perico 1 Son. REMAS*,4.5,24.5,2024,1
-111.36,28.79,ELBERVANO,SON,El Bervano Son. REMAS*,5.8,24.9,2024,1
-110.96,29.91,QUEROBABI,SON,Querobabi Son. REMAS*,3.3,21.3,2024,1
-112.49,30.84,SANLUIS,SON,San Luis Son. REMAS*,7.4,21.6,2024,1
-114.93,32.41,MOCTEZUMA,SON,Moctezuma Son. REMAS*,4.7,20.6,2024,1
-109.01,28.33,YECORAS,SON,Yï¿½cora Son. REMAS*,1.4,15.6,2024,1
-109.83,27.4,MMCN,SON,Aeropuerto Internacional de Ciudad Obregï¿½n Son.*,6.6,23.4,2024,1
-110.92,27.97,MMGM,SON,Aeropuerto Internacional de Guaymas Son.*,12.5,24.2,2024,1
-111.05,29.09,MMHO,SON,Aeropuerto Internacional de Hermosillo Son.*,8.6,24.9,2024,1
-110.24,30.6,BCNSO,SON,Bacanuchi Son.,-2.5,19.8,2024,1
-112.16,30.6,CHAPARRAL,SON,Chaparral Son. REMAS*,5.3,21.4,2024,1
-109.69,27.03,BUAYSIACOBE,SON,Buaysiacobe Son. REMAS*,5.6,24.1,2024,1
-112.44,30.77,CABORCA,SON,Caborca Son. SMN*,6.7,22.2,2024,1
-109.4,27.13,TESIA,SON,Tesia Son. REMAS*,6.0,27.0,2024,1
-111.72,29.06,DOLORES,SON,Dolores Jam Son. REMAS*,5.1,25.3,2024,1
-109.04,26.43,EZAPATAS,SON,Ejido Emiliano Zapata Sur Son. REMAS*,7.6,25.9,2024,1
-109.07,26.47,EZAPATAN,SON,Ejido Emiliano Zapata Norte Son. REMAS*,8.0,26.4,2024,1
-111.26,28.98,SANTONINO,SON,Santo Niï¿½o Son. REMAS*,6.7,25.6,2024,1
-111.59,28.98,ELROSARIO2SO,SON,El Rosario 2 Son. REMAS*,5.7,25.0,2024,1
-110.16,27.32,BLOCK1213,SON,Block 1213 Son. REMAS*,6.4,24.7,2024,1
-109.7,26.77,JULIANTABAMPO,SON,Juliantabampo Son. REMAS*,7.6,23.8,2024,1
-108.94,27.02,ALASO,SON,ï¿½lamos Son. SMN*,8.9,25.1,2024,1
-112.87,30.74,COSTERO,SON,El Costero Son. REMAS*,6.3,22.2,2024,1
-109.89,27.75,AGCSO,SON,Agua Caliente Son.,7.4,24.0,2024,1
-109.64,28.98,PECSO,SON,Plutarco Elï¿½as Calles Son.,6.7,26.7,2024,1
-109.75,27.12,BLOCK228,SON,Block 228 Son.  REMAS*,6.3,24.7,2024,1
-109.11,27.23,ARCSO,SON,Adolfo Ruï¿½z Cortï¿½nes Son.,10.2,27.7,2024,1
-110.8,27.95,EMPALMEob,SON,Observatorio de Empalme Son. SMN*,9.5,24.5,2024,1
-109.93,27.37,OBOSO,SON,Observatorio Cd. Obregï¿½n Son. SMN*,7.6,25.6,2024,1
-110.24,28.71,SJPSO,SON,San Josï¿½ de Pimas Son.,4.0,25.1,2024,1
-108.94,27.02,ALMSO,SON,ï¿½lamos Son.,8.3,25.0,2024,1
-110.55,27.58,GUAYMASMAR,SON,Guaymas Son. SEMAR*,23.5,30.7,2024,1
-110.14,29.67,BAVIACORA,SON,Baviï¿½cora Son. REMAS*,1.2,23.3,2024,1
-111.4,30.61,LOMA,SON,La Loma Son. REMAS*,2.4,20.9,2024,1
-92.75,17.38,OXOTB,TAB,Oxolotï¿½n Tab.,21.7,29.2,2024,1
-91.48,17.43,BDCTB,TAB,Boca del Cerro Tab.,20.6,31.3,2024,1
-92.97,17.57,TEATB,TAB,Teapa Tab.,20.5,30.4,2024,1
-92.94,17.57,PUYTB,TAB,Puyacatengo Tab.,20.1,29.6,2024,1
-92.6,17.77,MACTB,TAB,Macuspana Tab.,20.8,30.5,2024,1
-93.38,18.0,CARTB,TAB,Cï¿½rdenas Tab.,20.4,29.2,2024,1
-92.88,17.85,PNVTB,TAB,Pueblo Nuevo Tab.,20.5,29.6,2024,1
-93.0,17.98,GONTB,TAB,Gonzï¿½lez Tab.,20.4,29.9,2024,1
-93.28,18.0,SAMTB,TAB,Samaria Tab.,20.3,29.1,2024,1
-92.92,17.98,EMUTB,TAB,Villahermosa Muelle Tab.,22.1,29.7,2024,1
-92.81,18.04,EPOTB,TAB,El Porvenir Tab.,20.6,29.9,2024,1
-93.33,18.42,PARAISO,TAB,Paraï¿½so Tab. SMN*,22.6,29.4,2024,1
-92.78,17.46,TAPTB,TAB,Tapijulapa Tab.,19.4,30.3,2024,1
-91.16,17.79,SPTTB,TAB,San Pedro Tab.,21.8,30.8,2024,1
-92.82,18.0,MMVA,TAB,Aeropuerto Internacional de Villahermosa Tab.*,19.7,29.0,2024,1
-91.23,17.29,CUSUMACINTA,TAB,Caï¿½ï¿½n Usumacinta Tab. SMN*,19.9,30.3,2024,1
-93.62,18.18,POBLADOC11,TAB,Poblado C11 Tab. SGT*,21.1,28.6,2024,1
-92.65,18.41,PCENTLA,TAB,Pantanos de Centla Tab. SMN*,21.5,29.9,2024,1
-99.27,24.02,STETP,TAMP,Santa Engracia Tamps.,9.2,23.2,2024,1
-97.88,22.24,TMPTP,TAMP,Tampico Tamps.,16.2,24.8,2024,1
-97.84,22.28,MDRTP,TAMP,Madero Tamps.,15.6,24.6,2024,1
-97.93,22.39,BALTP,TAMP,Bombas Altamira Tamps.,15.6,25.7,2024,1
-98.42,22.42,TMSTP,TAMP,Tamesï¿½ Tamps.,12.2,25.0,2024,1
-98.69,22.6,ERCTP,TAMP,Estudiante Ramiro Caballero Dorantes Tamps.,13.4,25.4,2024,1
-98.87,22.78,SDATP,TAMP,Saca de Agua Tamps.,13.5,25.3,2024,1
-98.71,22.8,MGSTP,TAMP,Magiscatzï¿½n Dos Tamps.,13.2,25.9,2024,1
-99.12,22.85,LSRTP,TAMP,La Servilleta Tamps.,12.1,24.7,2024,1
-99.03,22.84,RFRTP,TAMP,Rï¿½o Frï¿½o Tamps.,13.1,26.2,2024,1
-98.79,22.94,SLZTP,TAMP,Lic. Emilio Portes Gil Tamps.,12.3,25.2,2024,1
-99.09,23.03,SBNTP,TAMP,Sabinas Tamps.,10.3,23.7,2024,1
-98.79,23.08,SGBTP,TAMP,San Gabriel Tamps.,12.3,25.4,2024,1
-97.99,23.26,RSPTP,TAMP,Repï¿½blica Espaï¿½ola Tamps.,14.2,25.4,2024,1
-99.08,23.38,ENNTP,TAMP,La Encantada Tamps.,10.8,22.1,2024,1
-99.17,23.72,CVCTP,TAMP,Observatorio de Ciudad Victoria Tamps.,10.8,24.6,2024,1
-98.75,23.73,PDMTP,TAMP,Paso de Molina Tamps.,11.4,25.2,2024,1
-98.67,23.96,VGRTP,TAMP,Vicente Guerrero Tamps.,12.1,25.3,2024,1
-98.9,24.05,PADTP,TAMP,Padilla Tamps.,11.0,25.1,2024,1
-98.39,24.07,ABSTP,TAMP,Abasolo Tamps.,11.6,24.7,2024,1
-99.12,24.08,BR1TP,TAMP,El Barretal Uno Tamps.,10.0,23.5,2024,1
-99.22,24.1,BRRTP,TAMP,El Barretal Tamps.,10.0,24.4,2024,1
-99.02,24.21,PILTP,TAMP,Pilï¿½n Tamps.,11.1,25.4,2024,1
-99.58,24.18,PVLTP,TAMP,Puerto de Valles Tamps.,6.4,22.2,2024,1
-99.56,24.25,PJMTP,TAMP,Pedro Josï¿½ Mï¿½ndez Tamps.,9.2,23.4,2024,1
-99.43,24.25,MHGTP,TAMP,Miguel Hidalgo Tamps.,8.1,23.4,2024,1
-99.55,24.57,MAGTP,TAMP,Magueyes Tamps.,8.5,22.1,2024,1
-97.82,25.97,CONTP,TAMP,Control Tamps.,8.9,22.3,2024,1
-97.8,25.7,VHMTP,TAMP,Valle Hermoso Tamps.,9.5,21.6,2024,1
-97.8,25.8,PANTP,TAMP,Pueblo Anï¿½huac Tamps.,8.9,22.0,2024,1
-97.52,25.83,MATTP,TAMP,Matamoros Tamps.,10.3,22.2,2024,1
-97.8,25.91,VCATP,TAMP,Villa Cï¿½rdenas Tamps.,8.9,22.4,2024,1
-98.29,26.08,RYATP,TAMP,S-J-3-42 Reynosa Tamps.,8.4,21.3,2024,1
-98.88,26.17,RYNTP,TAMP,S-J-2-9 Reynosa Tamps.,6.7,20.5,2024,1
-98.6,26.24,CDOTP,TAMP,S-J-2-18 Ciudad Dï¿½az Ordaz Tamps.,8.4,21.7,2024,1
-99.19,23.73,CVTTP,TAMP,Ciudad Victoria Tamps.,9.5,23.3,2024,1
-99.15,22.99,AHLTP,TAMP,Ahualulco Tamps.,13.2,26.6,2024,1
-98.94,23.94,CORTP,TAMP,Corona Tamps.,10.3,24.6,2024,1
-97.52,25.88,MA2TP,TAMP,Matamoros Tamps. SMN*,10.7,22.0,2024,1
-98.21,23.76,SLMTP,TAMP,Observatorio de Soto la Marina Tamps.,12.1,26.0,2024,1
-99.55,24.57,VSMTP,TAMP,Victoria San Marcos Tamps.,11.0,23.4,2024,1
-98.93,26.2,MRGTP,TAMP,Marte Rodolfo Gï¿½mez Tamps.,8.0,21.1,2024,1
-98.96,23.71,MMCV,TAMP,Aeropuerto Internacional de Ciudad Victoria Tamps.*,11.3,24.0,2024,1
-97.53,25.77,MMMA,TAMP,Aeropuerto Internacional de Matamoros Tamps.*,12.5,22.6,2024,1
-98.23,26.01,MMRX,TAMP,Aeropuerto Internacional de Reynosa Tamps.*,10.2,22.4,2024,1
-99.57,27.45,MMNL,TAMP,Aeropuerto Internacional de Nuevo Laredo Tamps.*,7.2,20.4,2024,1
-99.92,22.58,CIUDADMANTE,TAMP,Ciudad Mante Tamps. SMN*,14.5,25.6,2024,1
-99.49,24.3,VILLAGRAN,TAMP,Villagrï¿½n Tamps. SMN*,8.8,22.4,2024,1
-97.77,23.79,LAPESCAMAR,TAMP,La Pesca Tamps. SEMAR*,13.3,21.6,2024,1
-97.15,25.82,MATAMOROSMAR,TAMP,Matamoros Tamps. SEMAR*,11.0,19.7,2024,1
-98.84,26.31,SANJUAN2,TAMP,San Juan Tamps. SGT*,7.1,19.9,2024,1
-99.13,23.73,CVICTORIAob,TAMP,Observatorio de Ciudad Victoria Tamps.SMN*,11.5,25.9,2024,1
-97.91,19.2,ZITTL,TLAX,Zitlaltepec Tlax.,6.4,21.5,2024,1
-98.24,19.22,ZACTL,TLAX,Zacatelco Tlax.,6.2,22.9,2024,1
-97.77,19.3,CUATL,TLAX,Cuapiaxtla Tlax.,5.4,23.9,2024,1
-97.65,19.32,ECTTL,TLAX,El Carmen Tequexquitla Tlax.,3.4,23.3,2024,1
-98.25,19.32,OBSTL,TLAX,Observatorio de Tlaxcala Tlax.,6.4,23.5,2024,1
-98.2,19.56,SJATL,TLAX,San Josï¿½ Atlanga Tlax.,3.2,20.5,2024,1
-98.56,19.59,CPPTL,TLAX,Calpulalpan Tlax.,3.4,21.2,2024,1
-98.13,19.43,APITL,TLAX,Apizaco Tlax.,4.7,20.6,2024,1
-97.95,19.31,HUATL,TLAX,Huamantla Tlax. SMN*,2.7,22.1,2024,1
-98.23,19.32,TLAXCALAob,TLAX,Observatorio de Tlaxcala Tlax. SMN*,6.1,23.8,2024,1
-98.04,19.3,MALINCHEI,TLAX,La Malinche 1 Tlax. SMN*,4.7,18.5,2024,1
-95.03,18.52,SONVC,VER,Sontecomapan Ver.,15.7,26.6,2024,1
-96.97,19.45,TAPVC,VER,Tapachapan Ver.,12.8,21.6,2024,1
-96.95,19.23,TOTVC,VER,Totutla Ver.,11.5,23.1,2024,1
-96.97,19.55,OTIVC,VER,Otilpan Ver.,11.7,21.8,2024,1
-95.03,17.43,JCRVC,VER,Jesï¿½s Carranza Ver.,19.1,29.1,2024,1
-94.09,17.87,JDCVC,VER,San Josï¿½ del Carmen Ver.,16.0,28.2,2024,1
-95.13,17.88,SJEVC,VER,San Juan Evangelista Ver.,18.8,28.8,2024,1
-94.77,18.14,MNZVC,VER,Minzapan Ver.,18.6,26.9,2024,1
-95.35,18.25,LAUVC,VER,Lauchapan Ver.,17.4,26.2,2024,1
-95.56,18.27,GARVC,VER,Garro Ver.,18.8,29.0,2024,1
-95.44,18.58,ARCVC,VER,ï¿½ngel Rosario Cabada Ver.,18.3,27.4,2024,1
-96.37,19.36,CRDVC,VER,Cardel Ver.,18.0,28.3,2024,1
-96.55,19.4,IDOVC,VER,ï¿½dolos Ver.,17.8,28.0,2024,1
-97.39,19.41,ZALVC,VER,Zalayeta Ver.,1.5,21.8,2024,1
-96.93,19.48,BRIVC,VER,Briones Ver.,10.3,20.9,2024,1
-96.59,19.5,ACTVC,VER,Actopan Ver.,16.2,27.5,2024,1
-96.92,19.53,XOBVC,VER,Observatorio de Xalapa Ver.,11.9,22.7,2024,1
-96.85,19.55,XCFVC,VER,Xalapa CFE Ver.,11.7,22.9,2024,1
-97.02,19.6,JOYVC,VER,La Joya Ver.,5.8,19.0,2024,1
-97.23,19.76,ALTVC,VER,Altotonga Ver.,8.1,20.8,2024,1
-97.81,20.89,SBTVC,VER,Sombrerete Ver.,15.1,24.1,2024,1
-97.68,20.93,ALAVC,VER,ï¿½lamo Temapache Ver.,14.9,24.1,2024,1
-98.36,21.3,PSNVC,VER,Platï¿½n Sï¿½nchez Ver.,12.4,24.1,2024,1
-98.41,21.5,TMPVC,VER,Tempoal Ver.,13.4,25.0,2024,1
-98.16,21.74,CHYVC,VER,Paso de Piedras Ver.,11.4,22.8,2024,1
-98.46,21.77,HGOVC,VER,El Higo Ver.,14.2,24.5,2024,1
-98.51,21.84,OLVVC,VER,El Olivo Ver.,12.9,24.5,2024,1
-98.18,22.06,PNCVC,VER,Pï¿½nuco Ver.,15.3,24.9,2024,1
-98.29,21.19,HLSVC,VER,Los Hules Ver.,13.1,23.8,2024,1
-94.16,17.57,TMOVC,VER,Tierra Morada Ver.,19.8,28.9,2024,1
-97.27,19.55,PEROTESMN,VER,Perote Ver. SMN*,6.8,21.0,2024,1
-96.92,19.81,TNCVC,VER,Tenochtitlï¿½n Ver.,12.6,25.6,2024,1
-95.3,18.14,CTTVC,VER,Cuatotolapan Ver.,18.1,27.8,2024,1
-95.42,18.47,TZAVC,VER,Tres Zapotes Ver.,18.8,28.1,2024,1
-97.1,18.85,ORZVC,VER,Observatorio de Orizaba Ver.,12.6,23.9,2024,1
-96.11,19.15,VERVC,VER,Observatorio de Veracruz Ver.,19.7,27.3,2024,1
-96.95,19.18,HTSVC,VER,Huatusco Ver.,8.8,21.6,2024,1
-97.4,20.96,TXPVC,VER,Observatorio de Tuxpan Ver.,16.1,24.3,2024,1
-94.58,18.1,MMMT,VER,Aeropuerto Internacional de Minatitlï¿½n Ver.*,18.2,26.1,2024,1
-96.19,19.14,MMVR,VER,Aeropuerto Internacional de Veracruz Ver.*,18.3,27.7,2024,1
-97.54,21.07,CLHVC,VER,Chalahuite Ver.,16.0,25.7,2024,1
-94.93,18.38,TUXTLASII,VER,Los Tuxtlas 2 Ver. SMN*,15.0,23.8,2024,1
